RF,BF,VM,ST,target
0.012,-0.0008,0.0015,0.0007,normal
0.0157,-0.0008,0.0007,0.0015,normal
0.015,0.0007,-0.003,0.003,normal
0.0142,0.0015,-0.0015,0.0045,normal
0.0127,0.0007,-0.0038,0.0037,normal
0.0045,-0.0015,-0.003,0.0022,normal
0.0045,-0.0008,-0.0023,0.003,normal
0.0015,0.0015,-0.0008,0.0015,normal
-0.0008,0.0015,0.0015,0,normal
0.0015,0.0037,0.0022,-0.0015,normal
-0.0008,0.0015,0.0015,-0.0053,normal
-0.0015,0.0007,0.0007,-0.006,normal
-0.0008,-0.0023,0,-0.0046,normal
-0.0038,-0.0015,0.0007,-0.0008,normal
-0.0046,-0.0015,0.0015,-0.0008,normal
-0.0023,-0.0008,-0.0015,-0.0008,normal
0.0007,0.0007,0,-0.0015,normal
0.0037,-0.0008,0.0015,-0.0046,normal
0.003,0,0.0015,-0.003,normal
0.0022,-0.0015,0.0015,-0.0046,normal
0.0052,-0.0015,0.0007,-0.003,normal
0.0082,-0.0015,0.003,-0.0008,normal
0.012,-0.0015,0.0015,0.0022,normal
0.0112,0.0022,0.0007,0.0037,normal
0.0075,0.0067,0.0022,0.003,normal
0.0075,0.009,0.0007,0.0045,normal
-0.0008,0.0007,-0.0008,0.003,normal
-0.0098,-0.0068,-0.003,-0.0008,normal
-0.0188,-0.0023,-0.0046,-0.0053,normal
-0.0256,-0.003,-0.0015,-0.0046,normal
-0.021,-0.0068,-0.0008,-0.0046,normal
-0.0135,-0.003,0.0015,-0.003,normal
-0.006,-0.0083,0.0007,-0.003,normal
0.0015,-0.0188,0.0015,-0.0046,normal
0.003,-0.0203,0.0007,-0.0046,normal
0.0037,-0.0173,0.0007,-0.0038,normal
0.0075,-0.0181,0.003,-0.003,normal
0.0052,-0.0195,-0.0008,-0.0015,normal
0.0067,-0.015,-0.003,-0.0015,normal
0.0075,-0.0053,-0.0038,0,normal
0.006,0.0225,-0.003,0.0007,normal
0.0052,0.0495,-0.0008,-0.0008,normal
0.0007,0.0427,0.0007,-0.0008,normal
-0.0015,0.018,-0.0008,-0.0008,normal
0.003,0,0.0007,0.0007,normal
0,0.0112,0.0007,0,normal
0.0015,0.0165,0.0015,0.0052,normal
0.0052,0.018,0.0052,0.0112,normal
0,0.0217,0.0037,0.006,normal
0.0007,0.0052,0.0045,0.0045,normal
0.0007,-0.0008,0.003,0.0015,normal
-0.0008,-0.0046,0.003,-0.0015,normal
0.0015,-0.0046,0.0037,-0.0008,normal
-0.0015,-0.006,0.0007,-0.0068,normal
-0.0015,-0.0105,0.0007,-0.0046,normal
0.0007,-0.0091,-0.0023,0.003,normal
-0.0008,-0.0135,-0.0008,0.0045,normal
0.0015,-0.0128,0.0007,0.0052,normal
0.0045,-0.0091,0,0.003,normal
0.0067,-0.0091,0.0015,0.0015,normal
0.0105,-0.0083,0.0022,0.0015,normal
0.0082,-0.0015,0.0022,0.0007,normal
0.0052,0.009,0.003,0.003,normal
0.0045,0.0045,0.0037,0.0007,normal
0.003,-0.0046,0.0015,0.0007,normal
0.0007,-0.0068,-0.0008,-0.0008,normal
0.0015,-0.0091,-0.0023,-0.003,normal
-0.0015,-0.003,0.0007,-0.003,normal
-0.0008,0.0007,0.0015,-0.0038,normal
0.0037,0.0045,0.0015,0.0007,normal
0.0045,0.0045,0.0022,0,normal
0.0097,0.0007,0.0015,-0.0008,normal
0.0097,0.0007,0.0007,-0.0008,normal
0.009,0.0007,0.0007,-0.003,normal
0.0045,-0.0008,0.0007,-0.0046,normal
0.0007,-0.0023,0.0007,-0.0075,normal
0,-0.003,0.0022,-0.0075,normal
-0.0015,-0.003,0.0015,-0.0023,normal
-0.0008,-0.003,0.0015,0.0045,normal
0.003,-0.0015,0.0007,0.0052,normal
0.0022,-0.0008,0.0015,0.0045,normal
0.0022,0.0007,0.0045,0.0045,normal
0.0067,0.0015,0.003,0.0015,normal
0.0037,0,0.0022,0.0045,normal
-0.0008,-0.0008,0.003,0.003,normal
0,0.0007,0.003,0.0045,normal
-0.0008,-0.0038,0.0015,0.0067,normal
-0.0015,-0.0053,0,0.0015,normal
-0.0008,-0.0083,-0.0038,-0.0083,normal
-0.0046,-0.0135,-0.003,-0.0143,normal
-0.0046,-0.0195,-0.0015,-0.0173,normal
-0.003,-0.0203,-0.003,-0.024,normal
-0.0008,-0.0143,-0.0008,-0.0165,normal
0.0045,-0.0091,-0.0008,0.0105,normal
0.0075,-0.0046,0.003,0.0315,normal
0.0067,-0.0038,0.0052,0.0225,normal
0.0067,0.0007,0.0045,0.0127,normal
0.0052,0.018,0.0045,0.0075,normal
0.009,0.0352,0.0022,0.0037,normal
0.0082,0.0307,0.003,0.0037,normal
0.0067,0.018,0.0015,-0.0015,normal
0.0075,0.0142,-0.0015,-0.0008,normal
0.0052,0.0097,-0.003,-0.0053,normal
0.0037,0.0067,-0.003,-0.0053,normal
-0.0008,0.0105,-0.0015,-0.003,normal
-0.0015,-0.003,-0.0023,-0.003,normal
-0.0015,-0.0195,-0.0015,0,normal
-0.0023,-0.0218,-0.0008,-0.0015,normal
0.0015,-0.0256,-0.0008,-0.0015,normal
0.0015,-0.0203,0.0015,-0.0038,normal
0.0007,0.0007,0.0022,-0.0038,normal
0.0007,0.0195,0.003,-0.006,normal
0,0.0397,0.0015,-0.0083,normal
-0.0015,0.057,-0.0008,-0.0068,normal
0.0015,0.0262,-0.0015,-0.0105,normal
0,-0.0053,-0.0015,-0.012,normal
0.003,-0.0083,0.0015,-0.0091,normal
0.0052,-0.0195,0.0007,-0.003,normal
0.003,-0.0098,-0.0008,0.003,normal
0.0067,-0.0023,-0.0015,0.0067,normal
0.0015,-0.0015,-0.0046,0.0082,normal
0.003,-0.0068,-0.003,0.0097,normal
0.0045,-0.0135,-0.0015,0.0082,normal
0.0007,-0.0008,0.0007,0.0007,normal
0.0067,0.0097,0.003,0.0015,normal
0.009,0.0082,0.0015,0,normal
0.0082,-0.0008,-0.0023,-0.0008,normal
0.0075,0.0052,-0.0046,-0.0023,normal
0.0045,0.0015,-0.0046,-0.0046,normal
0.003,0.0022,-0.0046,-0.006,normal
0.0007,0.0045,-0.0015,-0.0068,normal
-0.0053,-0.003,-0.003,-0.0068,normal
-0.0053,-0.0008,-0.0038,-0.0075,normal
-0.0046,-0.0105,-0.0038,-0.003,normal
-0.0038,-0.012,-0.0046,0.0015,normal
0.0045,-0.0105,-0.0008,0.0045,normal
0.0045,-0.0128,0.0007,0.0067,normal
0.0045,-0.0098,0.0015,0.0052,normal
0.0037,-0.0128,0.0015,0.0052,normal
0.0007,-0.0128,0,0.0007,normal
-0.0008,-0.003,-0.0008,-0.0008,normal
-0.0046,0.012,-0.0008,0.0015,normal
-0.0046,0.012,-0.0015,0.0142,normal
-0.0008,0.006,-0.0008,0.0255,normal
0.0015,0.003,0.0007,0.0142,normal
-0.0008,-0.0128,0.0022,0.0075,normal
0.0007,-0.0405,0.0045,-0.0083,normal
0.003,-0.0593,0.0015,-0.0203,normal
0.0007,-0.0585,0.0007,-0.0195,normal
0.0045,-0.0518,0.0015,-0.0203,normal
0.0022,-0.039,0,-0.0233,normal
0.0015,-0.0233,0.0022,-0.0233,normal
0.0045,-0.003,0.003,-0.0038,normal
0.0022,0.0375,0.0052,0.0045,normal
0.006,0.0802,0.006,0.0052,normal
0.006,0.0937,0.0015,0.0045,normal
0.0015,0.102,0.0015,0.0097,normal
0.0007,0.087,-0.0015,0.0202,normal
-0.0038,0.0345,0,0.0052,normal
-0.0038,0.009,-0.0008,-0.0038,normal
0,0,-0.0015,-0.0128,normal
-0.0038,-0.012,0.0007,-0.012,normal
-0.0068,-0.0203,0,0.0037,normal
-0.0053,-0.0256,0.0015,0.0142,normal
-0.0015,-0.027,0,0.0277,normal
0,-0.0323,0.003,0.0217,normal
0.0022,-0.0368,0.0007,0.0082,normal
0.0007,-0.0346,-0.0015,0.0007,normal
0.0015,-0.0233,-0.0008,-0.0046,normal
-0.0008,-0.0053,-0.0015,-0.003,normal
-0.003,0.0142,-0.0015,0.0015,normal
0.003,0.0105,-0.0015,0.009,normal
-0.0008,-0.0113,-0.0015,0.0142,normal
-0.003,-0.0091,0.0007,0.009,normal
-0.0008,0.0195,0.0022,0.0075,normal
-0.0023,0.0525,0.003,0.0045,normal
0.0015,0.0562,0.0045,0.0007,normal
0.0022,0.036,0.003,-0.0038,normal
0.0067,0.024,0.003,-0.0105,normal
0.0127,0.018,0.0045,-0.0046,normal
0.0135,0.0052,0.0052,-0.0015,normal
0.0112,-0.0008,0.0052,-0.0015,normal
0.0082,-0.0143,0.0022,-0.0046,normal
0.003,-0.0233,0.003,-0.0083,normal
-0.0008,-0.0233,0.0015,-0.0098,normal
-0.0015,-0.0248,-0.0008,-0.0083,normal
-0.003,-0.0158,0,-0.0083,normal
0.0007,-0.0083,0.0007,-0.0098,normal
0.0015,-0.0038,-0.0008,-0.0068,normal
-0.0015,-0.003,-0.003,-0.006,normal
0.003,-0.0075,0.0007,-0.0046,normal
0.0007,-0.0128,-0.0008,-0.003,normal
0.0015,-0.021,-0.003,-0.0023,normal
0.003,-0.0218,-0.0046,-0.0015,normal
-0.003,-0.0181,-0.003,-0.0091,normal
-0.0015,-0.0128,-0.003,-0.015,normal
-0.003,-0.0083,-0.0008,-0.0143,normal
-0.0023,-0.0075,-0.0008,-0.0143,normal
0.003,-0.0075,-0.0008,-0.0158,normal
0.0045,-0.0046,-0.0008,-0.0128,normal
0.0015,0.0045,-0.0008,-0.0128,normal
0.0015,0.024,0.0007,-0.0181,normal
-0.003,0.042,0.0007,0.0037,normal
-0.003,0.0307,0.003,0.054,normal
-0.0008,0.0015,0.0015,0.0517,normal
-0.003,-0.0068,0,0.0255,normal
0.0007,-0.0158,0,0.0202,normal
0.0007,-0.0105,0,0.0007,normal
0.003,-0.0053,0.0015,0.003,normal
0.0037,-0.0083,0.0037,-0.003,normal
0.0007,-0.0008,0.003,-0.0083,normal
0.0045,-0.0023,0.003,-0.0046,normal
0.0045,0.0045,0.0022,-0.0098,normal
0.003,0.0045,0,-0.0046,normal
0.0037,0.003,0.0007,-0.006,normal
0.0007,0.0037,-0.0008,-0.0053,normal
0.0015,0.003,0.0007,-0.0046,normal
0.003,0.006,0.0015,-0.0015,normal
0.0015,0.0007,0.0007,-0.0023,normal
0.0015,0.0007,0.0015,-0.0053,normal
0.0045,-0.0105,0.0015,-0.0015,normal
0.0052,-0.0256,0.0007,-0.0046,normal
0.009,-0.0256,0.0007,-0.003,normal
0.006,-0.0263,0.0007,-0.0038,normal
0.0045,-0.0225,0.0015,-0.003,normal
0.0052,-0.0165,-0.0015,-0.0053,normal
0.003,-0.0075,-0.0015,-0.006,normal
0.006,0.0007,0.0007,-0.0046,normal
0.0052,0.018,0.0007,-0.0091,normal
0.003,0.0532,0.0022,-0.0046,normal
0.0052,0.0592,0,-0.0068,normal
0.003,0.0232,-0.0015,-0.0143,normal
0.0037,-0.003,-0.0008,-0.0158,normal
0.0045,-0.0233,-0.0023,-0.0165,normal
0.003,-0.0585,-0.0023,-0.0113,normal
0.0067,-0.0968,-0.0053,-0.0098,normal
0.0067,-0.1185,-0.003,0.0105,normal
0.0075,-0.1021,0,0.036,normal
0.0082,-0.0608,0.0007,0.0225,normal
0.0037,0.0015,0.0052,0.015,normal
0.003,0.0712,0.0082,0.0262,normal
0.003,0.1335,0.0082,0.0277,normal
0.003,0.1942,0.0067,0.0255,normal
0.0067,0.1837,0.0067,0.0172,normal
0.0052,0.108,0.0075,0.0052,normal
0.0045,0.0435,0.0045,0.0007,normal
0.003,-0.0203,0,-0.0068,normal
-0.0008,-0.0405,-0.0008,-0.0128,normal
0.0052,-0.0443,-0.003,-0.0091,normal
0.003,-0.045,-0.003,-0.0046,normal
0.0037,-0.027,-0.0023,-0.006,normal
0.0075,-0.0218,-0.0015,-0.012,normal
0.0082,-0.0046,-0.003,-0.0091,normal
0.012,0.0082,-0.003,-0.0113,normal
0.0105,0.0217,0.0007,-0.0143,normal
0.0082,0.0225,-0.0008,0.0022,normal
0.0052,0.0165,0,0.0157,normal
0.0007,0.0082,0.0045,0.0195,normal
-0.0015,-0.0165,0.0045,0.0217,normal
0.0007,-0.027,0.0022,0.0232,normal
-0.0038,-0.0353,0,0.0157,normal
-0.0046,-0.03,-0.0015,0.006,normal
-0.0015,-0.0181,-0.003,-0.0015,normal
-0.006,-0.0158,-0.003,-0.0053,normal
-0.0023,-0.0053,-0.0008,-0.0046,normal
-0.0008,-0.003,-0.0008,-0.0075,normal
-0.0038,-0.0023,0.0007,-0.0105,normal
0.0022,-0.0008,-0.0008,-0.012,normal
0.0007,-0.0053,-0.0015,-0.0105,normal
0.003,-0.0105,-0.0008,-0.0098,normal
0.0045,-0.0113,-0.0008,-0.0098,normal
0.0037,-0.0188,0.0007,-0.0068,normal
0.0067,-0.024,0,-0.0038,normal
0.0007,-0.0263,0,0.0007,normal
0,-0.0368,-0.0023,0.0007,normal
0.0022,-0.0405,-0.0015,0,normal
-0.0008,-0.0353,-0.0008,-0.0008,normal
0.003,0.0052,-0.003,0.0007,normal
0.0007,0.0645,0.0007,-0.0023,normal
0,0.0427,-0.0015,-0.0181,normal
-0.0008,-0.0068,-0.0046,-0.0256,normal
-0.003,-0.0128,-0.003,-0.024,normal
0.003,-0.03,-0.006,-0.0285,normal
-0.0015,-0.0233,-0.003,-0.0293,normal
-0.0046,-0.0195,-0.0023,-0.033,normal
-0.0023,-0.003,-0.0015,-0.0458,normal
-0.0053,0.0652,0.0045,-0.0361,normal
-0.0015,0.0975,0.006,-0.0083,normal
0.0007,0.1237,0.0067,0.0165,normal
0,0.1222,0.0045,0.0247,normal
0.0015,0.009,-0.0008,0.0307,normal
0.0007,-0.0923,-0.0038,0.036,normal
-0.006,-0.0878,-0.0008,0.0487,normal
-0.0083,-0.093,0.0015,0.0585,normal
-0.0038,-0.0668,0.0022,0.0405,normal
-0.0038,-0.0158,0.0052,0.027,normal
-0.003,0.0075,0.0067,0.0255,normal
0.0015,0.0397,0.009,0.045,normal
0.0015,0.0465,0.006,0.033,normal
0.0015,0.0382,-0.0008,0.0045,normal
-0.0015,0.0292,-0.0023,0.006,normal
-0.0015,0.0232,-0.0008,-0.0046,normal
0.0015,0.015,0.0015,-0.003,normal
0.003,0.0015,0.0015,-0.0053,normal
0.003,-0.0203,0.003,-0.0091,normal
-0.0008,-0.0233,0.0015,-0.012,normal
-0.0038,-0.0128,-0.0015,-0.0233,normal
-0.0015,-0.012,-0.0015,-0.024,normal
-0.0008,-0.0098,-0.0023,-0.0278,normal
0.0007,-0.0068,-0.0015,-0.0285,normal
0.0045,-0.0023,-0.0008,-0.0278,normal
0.0045,-0.0083,0.0015,-0.0158,normal
0.009,-0.024,0.0037,-0.0038,normal
0.0052,-0.0315,0.003,-0.0068,normal
0.0052,-0.012,0.0007,-0.0143,normal
0.0097,-0.012,-0.0015,-0.024,normal
0.0082,-0.0105,-0.0008,-0.0203,normal
0.0075,0.018,0.0015,-0.003,normal
0.0045,0.0262,0.003,0.009,normal
0.0067,0.0367,0.0037,0.024,normal
0.009,0.0547,0.003,0.0345,normal
0.0082,0.0457,0.0015,0.0345,normal
0.0082,0.0052,0.0007,0.0337,normal
0.0037,-0.0278,-0.0015,0.0292,normal
0.0015,-0.0315,-0.003,0.0292,normal
0.0045,-0.0203,-0.003,0.0247,normal
0.0015,-0.0068,-0.003,0.0135,normal
0.0045,0.0015,-0.0015,0.0045,normal
0.0037,0.0052,-0.0023,-0.003,normal
0.0045,-0.0023,-0.0046,-0.0053,normal
0.0075,-0.0128,-0.006,-0.0105,normal
0.006,-0.0233,-0.0046,-0.0128,normal
0.0022,-0.0353,-0.0015,-0.0143,normal
0.003,-0.0308,-0.0008,-0.0143,normal
0.0045,-0.0225,0.0022,-0.012,normal
0.0007,-0.024,0.0022,-0.012,normal
0.0052,-0.0195,0.003,-0.0113,normal
0.003,0.0007,0.0037,-0.0128,normal
0.0045,-0.0278,0.0015,-0.0181,normal
0.0067,-0.0691,0.003,-0.0203,normal
0.0007,-0.0383,-0.0008,-0.0248,normal
0.0052,-0.0105,0,-0.0256,normal
0.003,0.051,0,-0.0068,normal
0.0045,0.1425,0.0007,0.0142,normal
0.0067,0.1005,0.0052,0.0195,normal
0.0015,0.0472,0.0052,0.0232,normal
0.003,0.0442,0.0045,0.0225,normal
0.0037,0.003,0.0067,0.0097,normal
0.003,0.0202,0.0067,-0.006,normal
0.0007,0.0165,0.0015,-0.0158,normal
0.003,0.0067,0.0022,-0.0225,normal
0.003,0.0435,0.0015,-0.0293,normal
0.0052,0.0255,-0.0008,-0.0293,normal
0.0067,0.009,0.0007,-0.024,normal
0.0067,-0.0046,0.0015,-0.0098,normal
0.0082,0,0.0022,0.0045,normal
0.0045,-0.0158,0.0015,0.0157,normal
0.0037,-0.0638,-0.0008,0.024,normal
0.0007,-0.066,0.0007,0.033,normal
0.0007,-0.0593,0.0022,0.0405,normal
0.0037,-0.0293,0.003,0.03,normal
0.0007,0.009,0.003,0.015,normal
0.0022,0.0112,-0.0015,0.0015,normal
0.0007,0.003,-0.0046,0.0045,normal
0.0007,-0.0008,-0.0015,0.0045,normal
0.0045,-0.0256,0,-0.003,normal
0.003,-0.0256,-0.0023,-0.0046,normal
0.0007,-0.0188,-0.003,-0.003,normal
-0.0008,-0.0256,0,-0.0015,normal
-0.0008,-0.0053,0.0007,-0.0075,normal
-0.0008,0.003,0,-0.0098,normal
-0.003,0.0232,0,-0.0113,normal
-0.0068,0.039,-0.0038,-0.0091,normal
-0.006,0.042,-0.0053,-0.0091,normal
-0.0053,0.042,-0.0053,-0.0046,normal
-0.0053,0.0202,-0.0046,0.0022,normal
-0.0015,-0.0015,-0.0023,0.0007,normal
-0.0008,-0.0135,-0.003,0.0015,normal
0.0015,-0.0203,0,-0.0023,normal
0.003,-0.021,0.0015,-0.0053,normal
-0.0008,-0.0046,0.0007,-0.0046,normal
0,0.0052,0.0007,-0.0053,normal
0.0022,0.0097,-0.003,-0.0098,normal
-0.003,0.012,-0.0015,-0.0158,normal
-0.003,0.0082,-0.0008,-0.0165,normal
-0.003,0.0045,0.0015,-0.0181,normal
-0.0015,-0.0023,0.0037,-0.012,normal
0,-0.0023,0.0045,-0.003,normal
-0.0023,-0.0038,0.003,0.0142,normal
0,-0.0113,0.0015,0.0277,normal
-0.0015,-0.0285,0.0022,0.0255,normal
-0.0046,-0.0346,-0.003,0.0262,normal
-0.0038,-0.024,-0.003,0.0195,normal
-0.0046,-0.0308,0.0007,0.006,normal
-0.0008,-0.048,0,-0.0046,normal
0.0015,-0.0383,0.0007,-0.0135,normal
0.0007,-0.012,0.0015,-0.024,normal
0.0015,0.0105,0.0022,-0.0368,normal
0.0015,0.0345,0.0007,-0.0428,normal
0.0007,0.0307,-0.0008,-0.0383,normal
0.0045,0.0255,0.0007,-0.024,normal
0.0045,0.036,0.0007,-0.012,normal
0.0045,0.078,0.0007,-0.0046,normal
0.0082,0.0825,0.0022,0.009,normal
0.003,0.018,0.0037,0.0157,normal
0.003,0.0105,0.003,0.0082,normal
0.0015,0.0135,0.0037,0.0037,normal
0.0007,-0.012,0.003,0.003,normal
0.0007,-0.054,0.0022,0.0075,normal
0.0007,-0.0743,0.0045,0.0255,normal
0.0052,-0.0443,0.006,0.0322,normal
0.0067,-0.0008,0.003,0.0352,normal
0.0052,0.0412,0.0045,0.0517,normal
0.0052,-0.0188,0.0052,0.0562,normal
0.0015,-0.0443,0.0015,0.0487,normal
-0.0008,-0.0143,0.0007,0.0285,normal
0.0007,-0.0278,-0.0015,0.0045,normal
-0.0023,-0.0098,-0.003,-0.0091,normal
-0.0008,-0.012,-0.003,-0.0188,normal
0.0022,0.0045,-0.003,-0.015,normal
0.0045,0.0232,-0.003,-0.0158,normal
0.0067,0.0112,-0.0053,-0.0195,normal
0.0052,0.0187,-0.0053,-0.0165,normal
0.003,0.0255,-0.0008,-0.0098,normal
0.0052,0.0292,0,0.0052,normal
0.0052,0.0225,-0.0015,0.0045,normal
0.006,0.0225,-0.0015,0,normal
0.006,0.0337,-0.0015,-0.0158,normal
0.0015,0.0037,-0.0023,-0.027,normal
0.003,-0.0323,0,-0.021,normal
0.0045,-0.0308,0.003,-0.015,normal
0.0052,-0.0323,0.0052,-0.003,normal
0.0067,-0.021,0.0045,0.003,normal
0.006,-0.0105,0.003,0.0142,normal
0.0045,-0.0053,0.0015,0.0195,normal
0.0045,0.0037,0.0022,0.0052,normal
0.006,-0.0023,0.003,-0.0165,normal
0.0052,0.0135,0.0037,-0.0248,normal
0.006,0.0292,0.0045,-0.0173,normal
0.0052,0.0262,0.0015,-0.0128,normal
0.0045,0,-0.0008,-0.0091,normal
0.0052,-0.012,0.0007,0.0007,normal
0.0022,-0.006,0.0037,0.0202,normal
0.0015,-0.0181,0.0045,0.0165,normal
0,-0.0091,0.0037,0.0127,normal
-0.0023,-0.0008,0.006,0.0255,normal
0.0015,0.0165,0.0037,0.03,normal
-0.0015,0.0082,0.0015,0.0285,normal
-0.0008,-0.0203,0.0015,0.0157,normal
0,0.0067,0.0007,0.0015,normal
-0.0038,0.0157,-0.0015,-0.0098,normal
-0.0023,0.0202,-0.0046,-0.0143,normal
-0.0023,0.0157,-0.0053,-0.0203,normal
0.0015,-0.0015,-0.006,-0.0278,normal
0.003,0.0022,-0.0068,-0.042,normal
0.0015,0.009,-0.0075,-0.0645,normal
0.0037,0.033,-0.0083,-0.0691,normal
0.003,0.018,-0.006,-0.0578,normal
0.0022,-0.0091,-0.0038,-0.0383,normal
0.0067,-0.0323,-0.0046,-0.0203,normal
0.0075,-0.0256,-0.0015,0.003,normal
0.0015,0.0097,0.0015,0.0375,normal
0.003,-0.0038,0.0067,0.0727,normal
0.0015,-0.027,0.012,0.0862,normal
-0.0008,-0.063,0.0045,0.0592,normal
-0.003,-0.0788,-0.0008,0.0322,normal
-0.006,-0.0465,-0.0008,0.015,normal
-0.0015,-0.0113,-0.0023,0.012,normal
-0.0015,0.0337,0.0015,0.0142,normal
0.003,0.0615,0.0052,0.0217,normal
0.0052,0.063,0.006,0.012,normal
0.0022,0.0457,0.0045,-0.003,normal
0.0045,0.0217,0.0037,0.006,normal
-0.003,-0.0008,0.0007,0.0022,normal
-0.0038,-0.0308,-0.0046,-0.0038,normal
-0.0038,-0.0405,-0.0053,-0.0181,normal
-0.003,-0.033,-0.0075,-0.0278,normal
0.0015,-0.0173,-0.0038,-0.027,normal
-0.0008,-0.0046,-0.0038,-0.0308,normal
0.003,-0.003,-0.0015,-0.0256,normal
0.0015,0.003,0.0007,-0.024,normal
0.0015,0.0045,0,-0.0181,normal
0,0.0067,0.0037,-0.0165,normal
-0.003,0.0097,0.0022,-0.012,normal
-0.0015,0.0165,0.006,-0.0046,normal
-0.003,0.0292,0.006,-0.0008,normal
-0.0046,0.024,0.0045,0.0097,normal
-0.0023,0.0127,0.0082,0.0067,normal
-0.0015,0.0052,0.0045,0.003,normal
-0.0008,0.0045,0.0067,0.003,normal
0.0037,0.009,0.0045,0.0045,normal
0.0015,0.0015,0,0.0007,normal
0.0007,-0.0068,-0.0008,-0.0091,normal
0.0022,-0.0195,-0.003,-0.0233,normal
0.0007,-0.027,-0.0053,-0.033,normal
0.0015,-0.0195,-0.0083,-0.027,normal
0.0015,-0.0218,-0.0075,-0.0128,normal
0.0007,-0.0308,-0.0075,0,normal
-0.0008,-0.0135,-0.0053,0.003,normal
-0.0015,0.0247,0.0007,0.0277,normal
0.0007,0.0315,0.0037,0.0532,normal
0.0045,0.0157,0.0045,0.0465,normal
0.0045,0.018,0.0052,0.0352,normal
0.0052,0.0187,0.0045,0.021,normal
0.0067,0.015,0.0037,0.0037,normal
0.003,0.0157,0.0007,-0.0195,normal
0.0037,0.0255,0.0007,-0.045,normal
0.0045,0.0202,0.0007,-0.0653,normal
0.0052,0.012,-0.0015,-0.0773,normal
0.0097,0.0052,-0.0015,-0.0878,normal
0.0067,-0.0233,-0.0015,-0.0803,normal
0.0082,-0.0346,-0.003,-0.0443,normal
0.0082,-0.0436,-0.0046,-0.006,normal
0.0022,-0.0645,-0.006,0.0202,normal
0.0045,-0.0375,-0.0023,0.0352,normal
0.0015,0.0345,-0.0008,0.042,normal
0.0037,0.0555,0.0045,0.048,normal
0.0052,0.0217,0.0082,0.0592,normal
0.0037,0.0247,0.009,0.0885,normal
0.0067,0.0367,0.009,0.114,normal
0.0015,0.0367,0.003,0.1402,normal
0,0.0052,0.003,0.1515,normal
-0.0015,-0.0503,0.0007,0.108,normal
-0.0046,-0.0615,-0.003,0.0547,normal
-0.0023,-0.057,0.0007,0.018,normal
-0.0015,-0.039,-0.0008,-0.0128,normal
-0.0008,-0.0225,-0.0015,-0.0308,normal
-0.0008,-0.0158,-0.0053,-0.0398,normal
-0.0015,-0.0143,-0.0068,-0.0443,normal
-0.0015,-0.0135,-0.0075,-0.0465,normal
0.0015,-0.0015,-0.0068,-0.0383,normal
0.0045,0.0037,-0.003,-0.0405,normal
0.0082,0.0127,-0.003,-0.042,normal
0.0105,0.012,-0.0023,-0.0405,normal
0.0082,0.0127,-0.0015,-0.0353,normal
0.0105,0.015,0.0007,-0.0308,normal
0.006,0.0142,0.0015,-0.0361,normal
0.0082,0.0262,0.0022,-0.0361,normal
0.0067,0.027,0.0022,-0.0473,normal
0.003,0.042,0,-0.06,normal
0.0052,0.0517,0.003,-0.0713,normal
0,0.0285,0.0052,-0.0668,normal
0.0015,0.0105,0.0067,-0.048,normal
0.0022,-0.0068,0.0075,-0.0308,normal
0.0007,-0.021,0.0082,0.0105,normal
0.003,-0.0165,0.009,0.057,normal
0.0015,-0.0195,0.006,0.0855,normal
-0.0008,-0.0368,0.0015,0.087,normal
0.0007,-0.0353,0.0007,0.0772,normal
-0.0008,-0.0293,0,0.0592,normal
-0.0015,-0.0173,0.0007,0.03,normal
0.0022,0.009,-0.0008,0.0157,normal
-0.0023,0.018,-0.0015,0.0082,normal
0.0015,0.024,-0.0015,-0.0053,normal
0.0015,0.018,-0.0015,-0.0105,normal
-0.0053,0.0045,-0.0015,-0.012,normal
-0.0038,-0.0015,-0.0008,-0.012,normal
-0.0046,-0.012,-0.003,-0.0105,normal
-0.003,-0.0091,-0.0053,-0.0165,normal
-0.0023,-0.0165,-0.0053,-0.0293,normal
0,-0.0091,-0.0038,-0.0428,normal
0.0015,0.018,-0.0053,-0.0518,normal
0.0037,0.0457,-0.0046,-0.0525,normal
0.0022,0.0667,-0.0008,-0.0615,normal
0,0.06,0.0007,-0.0645,normal
-0.0008,0.0352,0.0007,-0.0615,normal
-0.0015,0.0195,0.0015,-0.0495,normal
0.0022,0.0052,0.006,-0.0105,normal
0.003,-0.012,0.0067,0.0315,normal
-0.0015,-0.0361,0.0052,0.0855,normal
-0.0015,-0.078,0.0037,0.0862,normal
-0.0015,-0.0975,-0.0008,0.039,normal
-0.0015,-0.0503,-0.0015,0.0427,normal
-0.0015,-0.0091,-0.0023,0.0412,normal
-0.003,-0.0091,-0.0008,0.0307,normal
0,0.0052,0.0052,0.0322,normal
0.0015,0.0007,0.003,0.012,normal
-0.0015,0.003,0.0007,0.0217,normal
-0.0008,0.0135,0,0.039,normal
0,-0.012,0.0015,0.0405,normal
0.0007,-0.0195,0.003,0.0337,normal
0.0015,-0.015,0.0007,0.0007,normal
-0.003,-0.0075,0.0007,-0.0173,normal
-0.0015,0.0217,-0.0015,-0.021,normal
0.0015,0.0435,0.0007,-0.0465,normal
0.003,0.0465,0,-0.0818,normal
0.0052,0.039,0.0007,-0.1088,normal
0.0045,0.0307,0.0007,-0.1148,normal
0.009,0.027,0.0007,-0.0758,normal
0.0082,0.0165,0.0015,-0.03,normal
0.003,-0.0008,0,0.0195,normal
